respid,response_type,response_text,sex,age_cohorts,political_id3,close_nkmigrants
2427,vote,최근도착 보다는 오래 머무른분 선호,Female,18-29,Progressive,Very distant
2428,hire,연령층으로 보아 우리 사회에 적응할 확율이 더 높음,Male,30-39,Centrist,Somewhat close
2428,neighbor,컴퓨터 기술이 있으니 나라세금덜 나갈듯,Male,30-39,Centrist,Somewhat close
2428,vote,현재 직업 상 사회에 선한 영향을 줄 것으로 기대함,Male,30-39,Centrist,Somewhat close
2432,hire,중국체류기간이 길은건좋은인식이들지않는다,Male,30-39,Conservative,Somewhat close
2432,neighbor,연령이 적어서,Male,30-39,Conservative,Somewhat close
2432,vote,의사자격증을   사용할수있으므로,Male,30-39,Conservative,Somewhat close
2433,hire,한국내 체류기간이 길므로,Male,18-29,Conservative,Very distant
2433,neighbor,그냥,Male,18-29,Conservative,Very distant
2433,vote,한국내 체류기간이 길므로,Male,18-29,Conservative,Very distant
2437,hire,그냥,Female,40-49,Centrist,Neither close nor distant
2437,neighbor,결혼을 하여 이미 자리를 잘 잡고 있는듯해서,Female,40-49,Centrist,Neither close nor distant
2437,vote,그냥,Female,40-49,Centrist,Neither close nor distant
2438,hire,한국에 온지 어느정도 시간이 지났으며 직업이 확실해보임,Male,60+,Conservative,Neither close nor distant
2438,neighbor,자녀,Male,60+,Conservative,Neither close nor distant
2438,vote,직업이 맘에 듬,Male,60+,Conservative,Neither close nor distant
2440,hire,안정적인 연령층,Male,60+,Centrist,Somewhat distant
2440,neighbor,한국 체류기간이 길어 유리,Male,60+,Centrist,Somewhat distant
2440,vote,체류기간,Male,60+,Centrist,Somewhat distant
2441,hire,탈북민과 동료가 아닌게 유리,Female,30-39,Conservative,Neither close nor distant
2441,neighbor,의료인력이 필요함,Female,30-39,Conservative,Neither close nor distant
2441,vote,한국내 체류기간이 길어 유리,Female,30-39,Conservative,Neither close nor distant
2442,hire,젊은 자원이 우리 사회가 필요함,Male,30-39,Conservative,Neither close nor distant
2442,neighbor,학식,Male,30-39,Conservative,Neither close nor distant
2442,vote,활동적인 연령,Male,30-39,Conservative,Neither close nor distant
2443,hire,젊어서,Male,60+,Progressive,Neither close nor distant
2443,neighbor,신분이 좀더 확실하고 지식인,Male,60+,Progressive,Neither close nor distant
2443,vote,폭넓은 교류,Male,60+,Progressive,Neither close nor distant
2445,hire,솔직히 둘다 선택하고 싶지 않음,Male,60+,Centrist,Somewhat close
2445,neighbor,더 신뢰가 간다,Male,60+,Centrist,Somewhat close
2445,vote,둘다 선호하지 않지만 그중에서 그나마 선택해야 해서,Male,60+,Centrist,Somewhat close
2446,hire,더 신뢰가 간다,Female,30-39,Conservative,Very distant
2446,neighbor,한국체류기간이 길다,Female,30-39,Conservative,Very distant
2446,vote,이유없음,Female,30-39,Conservative,Very distant
2448,hire,한국체류기간이 더 오래되었다,Male,40-49,Progressive,Neither close nor distant
2448,neighbor,이유없음,Male,40-49,Progressive,Neither close nor distant
2448,vote,한국에 더오래살았기에 소통이잘될듯하다,Male,40-49,Progressive,Neither close nor distant
2451,hire,딱히 없음,Male,18-29,Conservative,Somewhat distant
2451,neighbor,경력,Male,18-29,Conservative,Somewhat distant
2451,vote,없음,Male,18-29,Conservative,Somewhat distant
2452,hire,젊음,Female,40-49,Centrist,Neither close nor distant
2452,neighbor,체류기간이 길고 미혼,Female,40-49,Centrist,Neither close nor distant
2452,vote,경력,Female,40-49,Centrist,Neither close nor distant
2453,hire,체류기간이길고 미혼,Female,30-39,Centrist,Neither close nor distant
2453,neighbor,한국체류기간이길어서,Female,30-39,Centrist,Neither close nor distant
2453,vote,젊은나이,Female,30-39,Centrist,Neither close nor distant
2454,hire,한국내체류기간이 길어서,Male,18-29,Progressive,Somewhat distant
2454,neighbor,연령,Male,18-29,Progressive,Somewhat distant
2454,vote,한국내체류기간이길어서,Male,18-29,Progressive,Somewhat distant
2457,hire,상냔함,Male,40-49,Centrist,Neither close nor distant
2457,neighbor,안정적인 직업,Male,40-49,Centrist,Neither close nor distant
2457,vote,능략,Male,40-49,Centrist,Neither close nor distant
2458,hire,안정적인 직업,Male,18-29,Conservative,Very distant
2458,neighbor,그냥,Male,18-29,Conservative,Very distant
2458,vote,직업이 있기에,Male,18-29,Conservative,Very distant
2463,hire,그냥,Male,60+,Progressive,Somewhat distant
2463,neighbor,삶의 동기부여,Male,60+,Progressive,Somewhat distant
2463,vote,그냥,Male,60+,Progressive,Somewhat distant
2465,hire,사회경험 유,Male,40-49,Centrist,Neither close nor distant
2465,neighbor,체류기간,Male,40-49,Centrist,Neither close nor distant
2465,vote,고국정착,Male,40-49,Centrist,Neither close nor distant
2466,hire,직업유,Male,60+,Conservative,Neither close nor distant
2466,neighbor,직업,Male,60+,Conservative,Neither close nor distant
2466,vote,사무직,Male,60+,Conservative,Neither close nor distant
2467,hire,한국에 오래 살고있음,Male,40-49,Conservative,Neither close nor distant
2467,neighbor,젊고 의사니깐요,Male,40-49,Conservative,Neither close nor distant
2467,vote,나이,Male,40-49,Conservative,Neither close nor distant
2468,hire,무직보단나으니깐요,Female,60+,Centrist,Neither close nor distant
2468,neighbor,젊어서,Female,60+,Centrist,Neither close nor distant
2468,vote,젊고 일할능력이 있어서요,Female,60+,Centrist,Neither close nor distant
2469,hire,젊어서,Female,60+,Progressive,Very distant
2469,neighbor,젊어서,Female,60+,Progressive,Very distant
2469,vote,젊어서,Female,60+,Progressive,Very distant
2470,hire,좀 더 신뢰가 간다.,Male,30-39,Progressive,Very distant
2470,neighbor,체류12년,Male,30-39,Progressive,Very distant
2470,vote,더 믿음이ㅈ가서,Male,30-39,Progressive,Very distant
2479,hire,젊다,Male,18-29,Centrist,Somewhat distant
2479,neighbor,"편의점 직원으로 일한 경력이 있고, 연령이 높아서.",Male,18-29,Centrist,Somewhat distant
2479,vote,결혼,Male,18-29,Centrist,Somewhat distant
2482,hire,"전조선노동당원이 아닌 점, 나이가 어리기 때문에 사상에 대한 뿌리가 깊지 않은 점.",Female,60+,Progressive,Neither close nor distant
2482,neighbor,직업,Female,60+,Progressive,Neither close nor distant
2482,vote,"한국내 채류기간이 길고, 중국 채류기간이 짧으며, 한국인 동료가 있다는 점.",Female,60+,Progressive,Neither close nor distant
2483,hire,한국체류기간,Male,40-49,Centrist,Somewhat close
2483,neighbor,원만한 생활,Male,40-49,Centrist,Somewhat close
2483,vote,직업,Male,40-49,Centrist,Somewhat close
2484,hire,생활이 안정되어,Female,18-29,Centrist,Very distant
2484,neighbor,.,Female,18-29,Centrist,Very distant
2484,vote,평범한 생활,Female,18-29,Centrist,Very distant
2486,hire,.,Male,60+,Centrist,Somewhat distant
2486,neighbor,한국체류기간,Male,60+,Centrist,Somewhat distant
2486,vote,.,Male,60+,Centrist,Somewhat distant
2488,hire,한국거주기간,Female,60+,Conservative,Very distant
2488,neighbor,부양할 가족이 있어서,Female,60+,Conservative,Very distant
2488,vote,체류기간,Female,60+,Conservative,Very distant
2489,hire,하고 있던 일이 있던 사람이라,Female,18-29,Conservative,Very close
2489,neighbor,비록 나이는 어리지만 한국내 체류기간이 7년이라 프로필A보다  한국체류기간이 4년 더 길기에,Female,18-29,Conservative,Very close
2489,vote,별 이유 없이,Female,18-29,Conservative,Very close
2491,hire,한국내 체류기간이 7년이고 프로필A보다는 오랫동안 한국에 살앗으므로 한국에 적응하며 한국에 대해 잘 알 것 같고 프로필A보다는 이혼하지 않고 탈북민과 결혼 생활을 하고 있으니까,Male,18-29,Conservative,Neither close nor distant
2491,neighbor,거주기간이 오래되어서,Male,18-29,Conservative,Neither close nor distant
2491,vote,인간관계에서 한국인과 탈북민 모두 있다하여서,Male,18-29,Conservative,Neither close nor distant
2492,hire,직장이 잇어서,Female,40-49,Progressive,Neither close nor distant
2492,neighbor,성실해보인다,Female,40-49,Progressive,Neither close nor distant
2492,vote,직업이 잇어서,Female,40-49,Progressive,Neither close nor distant
2494,hire,성실해보인다,Male,30-39,Progressive,Somewhat distant
2494,neighbor,나이,Male,30-39,Progressive,Somewhat distant
2494,vote,성실해보인다,Male,30-39,Progressive,Somewhat distant
2496,hire,신뢰할수 있다,Male,30-39,Centrist,Somewhat close
2496,neighbor,젊어서 패기가 있을것 같음.,Male,30-39,Centrist,Somewhat close
2496,vote,한국인 동료들이 있다는점,Male,30-39,Centrist,Somewhat close
2497,hire,나이도 있고 책임감이 강할것 같음.,Male,60+,Centrist,Neither close nor distant
2497,neighbor,직업이 있다는것 때문에,Male,60+,Centrist,Neither close nor distant
2497,vote,나이가 있어서,Male,60+,Centrist,Neither close nor distant
2501,hire,직업이 괜찮아서,Female,18-29,Conservative,Neither close nor distant
2501,neighbor,프로필A는 너무 연장자라서,Female,18-29,Conservative,Neither close nor distant
2501,vote,직업이 있어서,Female,18-29,Conservative,Neither close nor distant
2503,hire,자녀가 있는여성으로 생활력이 강할것으로 생각됨,Male,18-29,Centrist,Neither close nor distant
2503,neighbor,젊은 인재,Male,18-29,Centrist,Neither close nor distant
2503,vote,나이로 보아 이웃과 교류가 가능할거 같아서,Male,18-29,Centrist,Neither close nor distant
2506,hire,신분안전,Male,40-49,Conservative,Somewhat distant
2506,neighbor,오래 체류,Male,40-49,Conservative,Somewhat distant
2506,vote,친근감,Male,40-49,Conservative,Somewhat distant
2507,hire,젊다,Female,30-39,Conservative,Somewhat distant
2507,neighbor,나이도 어리고 전문직이 있어서,Female,30-39,Conservative,Somewhat distant
2507,vote,체류 기간,Female,30-39,Conservative,Somewhat distant
2509,hire,연령은 있어도 전문직이라서,Female,18-29,Conservative,Neither close nor distant
2509,neighbor,일한다,Female,18-29,Conservative,Neither close nor distant
2509,vote,전문직이라서,Female,18-29,Conservative,Neither close nor distant
2511,hire,어리다,Male,60+,Progressive,Very distant
2511,neighbor,체류기간이 길다.,Male,60+,Progressive,Very distant
2511,vote,어리다,Male,60+,Progressive,Very distant
2512,hire,체류기간이 길다.,Female,18-29,Centrist,Very distant
2512,neighbor,사무실 직원이 쓰임이 더 용도가 많기 때문이다,Female,18-29,Centrist,Very distant
2512,vote,체류기간이 길다.,Female,18-29,Centrist,Very distant
2513,hire,아무래도 한국지인만 있는것이 마음에 든다,Female,60+,Centrist,Somewhat distant
2513,neighbor,직업이 있어서,Female,60+,Centrist,Somewhat distant
2513,vote,한국인 지인이 많기 때문이다,Female,60+,Centrist,Somewhat distant
2515,hire,젊어서 사상적으로 빨리 전향할수있어서,Female,18-29,Centrist,Neither close nor distant
2515,neighbor,젊은 사람을 뽑고 싶다,Female,18-29,Centrist,Neither close nor distant
2515,vote,결혼하여 자식이 있으므로,Female,18-29,Centrist,Neither close nor distant
2516,hire,아이가 있으므로 아이와 함께 살아갈 곳을 잘 구성하기 위해 복지적인 공약을 잘 세울듯,Male,18-29,Centrist,Somewhat close
2516,neighbor,18살에 의사? 개 천재인데?,Male,18-29,Centrist,Somewhat close
2516,vote,한국 내 체류기간이 짧은 A와는 문화적 차이가 있어 친해지기 어려울듯 조선노동당원이면 좀 무섭다,Male,18-29,Centrist,Somewhat close
2517,hire,사람을 봐야지 저거만 봐서 어캐 알어 걍 찍음,Male,30-39,Progressive,Neither close nor distant
2517,neighbor,한국체류기간이 길고 한국인 지인이 있으므로 신뢰가 감,Male,30-39,Progressive,Neither close nor distant
2517,vote,프로그래머 멋있어,Male,30-39,Progressive,Neither close nor distant
2518,hire,비교적 어린시절부터 한국에 체류하였기에 적응이 되엇다고 판다,Female,60+,Centrist,Somewhat distant
2518,neighbor,미래가 보일것 같아,Female,60+,Centrist,Somewhat distant
2518,vote,결혼생활을하고있으며 종교생활을 하고 있음,Female,60+,Centrist,Somewhat distant
2519,hire,그냥 오랫동안 중국에서머문이유,Female,40-49,Conservative,Neither close nor distant
2519,neighbor,호감,Female,40-49,Conservative,Neither close nor distant
2519,vote,나이가들어 이웃이필요할것 같아서,Female,40-49,Conservative,Neither close nor distant
2521,hire,없음,Male,30-39,Progressive,Neither close nor distant
2521,neighbor,나이가 A보다 많아서,Male,30-39,Progressive,Neither close nor distant
2521,vote,선호감,Male,30-39,Progressive,Neither close nor distant
2522,hire,"한국 거주기간도 길고, 결혼하여 자녀도 있으므로",Female,30-39,Progressive,Somewhat close
2522,neighbor,그냥,Female,30-39,Progressive,Somewhat close
2522,vote,"체류기간도 길고, 결혼도 하여서",Female,30-39,Progressive,Somewhat close
2524,hire,그냥,Male,18-29,Conservative,Somewhat distant
2524,neighbor,직업이 생활에 도움되어요,Male,18-29,Conservative,Somewhat distant
2524,vote,그냥,Male,18-29,Conservative,Somewhat distant
2525,hire,그냥 가깝게 지내고 싶어요,Female,18-29,Centrist,Somewhat distant
2525,neighbor,여성이기 때문이다.,Female,18-29,Centrist,Somewhat distant
2525,vote,마음이 쉽게 가요.호감 가고요,Female,18-29,Centrist,Somewhat distant
2526,hire,두 프로필 다 선택하고 싶지 않았다.,Male,18-29,Conservative,Very close
2526,neighbor,연령,Male,18-29,Conservative,Very close
2526,vote,나이가 어리기 때문이다.,Male,18-29,Conservative,Very close
2528,hire,결혼,Female,18-29,Centrist,Neither close nor distant
2528,neighbor,직업 있음,Female,18-29,Centrist,Neither close nor distant
2528,vote,성별,Female,18-29,Centrist,Neither close nor distant
2530,hire,직업 있음,Female,18-29,Centrist,Neither close nor distant
2530,neighbor,결혼하여 안정돼 있을것 같아서,Female,18-29,Centrist,Neither close nor distant
2530,vote,결혼,Female,18-29,Centrist,Neither close nor distant
2531,hire,전 조선노동당원이 아니어서,Male,18-29,Conservative,Neither close nor distant
2531,neighbor,전문가,Male,18-29,Conservative,Neither close nor distant
2531,vote,직업이 있어서,Male,18-29,Conservative,Neither close nor distant
2533,hire,젋다,Female,40-49,Centrist,Somewhat distant
2533,neighbor,.,Female,40-49,Centrist,Somewhat distant
2533,vote,나이와 여성,Female,40-49,Centrist,Somewhat distant
2541,hire,사무직원이,Female,30-39,Conservative,Very distant
2541,neighbor,체류기간충분,Female,30-39,Conservative,Very distant
2541,vote,정치성향및 종교를 떠나 이민국에서 함께 동화되어 삶,Female,30-39,Conservative,Very distant
2542,hire,모름,Male,60+,Conservative,Neither close nor distant
2542,neighbor,한국체류기간이 길어 적응이 용이하다,Male,60+,Conservative,Neither close nor distant
2542,vote,모름,Male,60+,Conservative,Neither close nor distant
2543,hire,최근에 입국,Male,60+,Centrist,Neither close nor distant
2543,neighbor,한국에 오래 거주,Male,60+,Centrist,Neither close nor distant
2543,vote,확실한 직업,Male,60+,Centrist,Neither close nor distant
2555,hire,"안정적인 가정, 직업있음.",Female,30-39,Centrist,Somewhat distant
2555,neighbor,차이없음,Female,30-39,Centrist,Somewhat distant
2555,vote,연륜이 있어 좋음,Female,30-39,Centrist,Somewhat distant
2558,hire,차이없음,Male,18-29,Centrist,Somewhat distant
2558,neighbor,현재의 직업,Male,18-29,Centrist,Somewhat distant
2558,vote,좀 더 안전,Male,18-29,Centrist,Somewhat distant
2560,hire,한국내 체류기간 및 미혼,Female,18-29,Centrist,Neither close nor distant
2560,neighbor,한국내 체류기간이 길어서 한국에 대해 잘 알 것 같아서,Female,18-29,Centrist,Neither close nor distant
2560,vote,조선노동당가입 경력,Female,18-29,Centrist,Neither close nor distant
2561,hire,자녀가 있어서 생활이 안정적일 것 같아서,Female,60+,Centrist,Somewhat distant
2561,neighbor,소명의식,Female,60+,Centrist,Somewhat distant
2561,vote,체류기간이 짧아 알려주고 싶은 것이 많을 것 같아서,Female,60+,Centrist,Somewhat distant
2562,hire,신뢰감,Female,30-39,Progressive,Somewhat distant
2562,neighbor,한국 거주기간이 3년이라 어느정도 적응할 수 있을것같아서,Female,30-39,Progressive,Somewhat distant
2562,vote,적응력,Female,30-39,Progressive,Somewhat distant
2563,hire,굳이 한 명을 선택하라고 해서,Female,18-29,Conservative,Very distant
2563,neighbor,한국에 보다 더 오래 체류함,Female,18-29,Conservative,Very distant
2563,vote,한국에 오래 살아서 별로 이질감이 없을것 같다,Female,18-29,Conservative,Very distant
2566,hire,직업이 명확함,Female,60+,Centrist,Neither close nor distant
2566,neighbor,젊고 노동당당원이 아니므로,Female,60+,Centrist,Neither close nor distant
2566,vote,중국에 체류한 기간이 훨씬 짧음,Female,60+,Centrist,Neither close nor distant
2567,hire,사회기여도 예상,Male,18-29,Conservative,Somewhat close
2567,neighbor,전문직업이 있다,Male,18-29,Conservative,Somewhat close
2567,vote,나이가 있어서 이해의폭이 넓을것 같음,Male,18-29,Conservative,Somewhat close
2570,hire,한국인 동료를 만나고 있고 중국 체류 기간이 짧아서,Male,18-29,Centrist,Very distant
2570,neighbor,경력도 있고 의사라는 직업이 상당히 좋은 이미지를 심어줌,Male,18-29,Centrist,Very distant
2570,vote,한국인 동료가 있고 중국 체류 기간이 보다 짧아서,Male,18-29,Centrist,Very distant
2572,hire,남자보다 여성이 더 믿을수 있을것 같다,Male,60+,Progressive,Neither close nor distant
2572,neighbor,탈북민,Male,60+,Progressive,Neither close nor distant
2572,vote,그나마 연륜이 있어서,Male,60+,Progressive,Neither close nor distant
2574,hire,한국체류기간,Female,30-39,Progressive,Somewhat distant
2574,neighbor,한국내 체류기간이 길어서,Female,30-39,Progressive,Somewhat distant
2574,vote,한국내 체류기간,Female,30-39,Progressive,Somewhat distant
2575,hire,연령에서 선택,Male,40-49,Conservative,Somewhat distant
2575,neighbor,직업이 있다,Male,40-49,Conservative,Somewhat distant
2575,vote,한국 체류기간이 길어서,Male,40-49,Conservative,Somewhat distant
2576,hire,한국 내 체류기간이 길다,Female,30-39,Conservative,Neither close nor distant
2576,neighbor,젊고  사무직직원의 경험도 있고  좋을것 같아요,Female,30-39,Conservative,Neither close nor distant
2576,vote,적당한 나이,Female,30-39,Conservative,Neither close nor distant
2578,hire,성실할것 같고 잘 협조하며  적응력도  좋을듯합니다,Female,60+,Centrist,Neither close nor distant
2578,neighbor,인간관계가 좋아서,Female,60+,Centrist,Neither close nor distant
2578,vote,무직이면서   오랜시간  거주하여  익숙하고  이웃이면 좋을듯 해요,Female,60+,Centrist,Neither close nor distant
2579,hire,인간관계가 좋음,Female,30-39,Conservative,Somewhat distant
2579,neighbor,한국체류 기간이 길어서,Female,30-39,Conservative,Somewhat distant
2579,vote,인간관계가 좋아서,Female,30-39,Conservative,Somewhat distant
2580,hire,탈북인이라서,Male,18-29,Centrist,Neither close nor distant
2580,neighbor,한국 체류기간이 길어서 한국에 더 익숙할 것 같아서,Male,18-29,Centrist,Neither close nor distant
2580,vote,젊어서,Male,18-29,Centrist,Neither close nor distant
2581,hire,조금 더 친근하게 느껴져서,Male,60+,Conservative,Neither close nor distant
2581,neighbor,직업이 신뢰가 간다,Male,60+,Conservative,Neither close nor distant
2581,vote,한국에 더 익숙해서 이야기가 잘 통할 것 같아서,Male,60+,Conservative,Neither close nor distant
2583,hire,한국체류기간이길어서,Male,18-29,Conservative,Somewhat distant
2583,neighbor,한국체류 기간이길어서,Male,18-29,Conservative,Somewhat distant
2583,vote,한국체류기간이길어서,Male,18-29,Conservative,Somewhat distant
2585,hire,젊어서 역동적알거 같아서,Female,60+,Progressive,Neither close nor distant
2585,neighbor,체류기간,Female,60+,Progressive,Neither close nor distant
2585,vote,성한실 사람일듯,Female,60+,Progressive,Neither close nor distant
2587,hire,현재직업이의사,Male,40-49,Centrist,Somewhat distant
2587,neighbor,무난한 생각에,Male,40-49,Centrist,Somewhat distant
2587,vote,나이가젊다,Male,40-49,Centrist,Somewhat distant
2589,hire,이주기간,Male,30-39,Progressive,Neither close nor distant
2589,neighbor,젊음,Male,30-39,Progressive,Neither close nor distant
2589,vote,젊다,Male,30-39,Progressive,Neither close nor distant
2590,hire,젊음,Male,40-49,Conservative,Somewhat distant
2590,neighbor,여성,Male,40-49,Conservative,Somewhat distant
2590,vote,거주기간,Male,40-49,Conservative,Somewhat distant
2591,hire,거주기간,Female,30-39,Progressive,Neither close nor distant
2591,neighbor,세뇌된 노동당원이 아니었으므로.,Female,30-39,Progressive,Neither close nor distant
2591,vote,거주기간,Female,30-39,Progressive,Neither close nor distant
2592,hire,직업이 한국사회 발전에 이익이 되므로,Female,30-39,Progressive,Somewhat close
2592,neighbor,좋아요,Female,30-39,Progressive,Somewhat close
2592,vote,중국에서의 체류기간이 짧아서.,Female,30-39,Progressive,Somewhat close
2593,hire,성장성,Male,18-29,Conservative,Somewhat distant
2593,neighbor,직업,Male,18-29,Conservative,Somewhat distant
2593,vote,젊어서,Male,18-29,Conservative,Somewhat distant
2598,hire,최근에 도착한것 보다 한국내 체류기간이 길어서,Male,40-49,Centrist,Somewhat distant
2598,neighbor,문제 없어요,Male,40-49,Centrist,Somewhat distant
2598,vote,북한에서 생활을 오래하지 않았고 한국 체류기간이 길어 어색하지 않을듯,Male,40-49,Centrist,Somewhat distant
2601,hire,ㄴㄴ,Male,40-49,Conservative,Somewhat close
2601,neighbor,내 생각이요.,Male,40-49,Conservative,Somewhat close
2601,vote,없어요,Male,40-49,Conservative,Somewhat close
2605,hire,경제력,Male,18-29,Centrist,Neither close nor distant
2605,neighbor,젊은 나이에 한참 일할수있는 나이라서,Male,18-29,Centrist,Neither close nor distant
2605,vote,이혼,Male,18-29,Centrist,Neither close nor distant
2606,hire,나이들어 이제는 편하게  생활했으면 합니다.,Male,60+,Conservative,Neither close nor distant
2606,neighbor,탈북민과 혼인이 아니어서,Male,60+,Conservative,Neither close nor distant
2606,vote,나이는들었지만 열심히 사는것 같아서 입니다.,Male,60+,Conservative,Neither close nor distant
2609,hire,청년,Female,18-29,Centrist,Somewhat distant
2609,neighbor,한국 체류기간이 길어서 한국 사회에 잘 적응한 사람 같아서,Female,18-29,Centrist,Somewhat distant
2609,vote,체류기간,Female,18-29,Centrist,Somewhat distant
2610,hire,한국 체류기간이 12년 이나 되어서 적응을 잘 할 것 같아서,Female,60+,Conservative,Neither close nor distant
2610,neighbor,한국 체류기간이 길어서,Female,60+,Conservative,Neither close nor distant
2610,vote,젊은 남성이라 한국 사회에 잘 적응 할 것 같아서,Female,60+,Conservative,Neither close nor distant
2611,hire,한국체류 기간이 길어서,Female,30-39,Conservative,Somewhat close
2611,neighbor,없음,Female,30-39,Conservative,Somewhat close
2611,vote,멀쩡한 직업이 있어서,Female,30-39,Conservative,Somewhat close
2614,hire,여자,Male,30-39,Centrist,Neither close nor distant
2614,neighbor,인맥관계가 좋음,Male,30-39,Centrist,Neither close nor distant
2614,vote,결혼,Male,30-39,Centrist,Neither close nor distant
2616,hire,한국 내 체류기간,Male,40-49,Progressive,Neither close nor distant
2616,neighbor,젊어서,Male,40-49,Progressive,Neither close nor distant
2616,vote,여성,Male,40-49,Progressive,Neither close nor distant
2618,hire,젊어서,Female,18-29,Conservative,Neither close nor distant
2618,neighbor,"한국 체류 기간이 길고, 직업의 신뢰도가 높음",Female,18-29,Conservative,Neither close nor distant
2618,vote,아이가 없어서,Female,18-29,Conservative,Neither close nor distant
2623,hire,"이슬람교라는 것은 마음에 들지 않지만, 그나마 전도유망해보임",Female,18-29,Centrist,Neither close nor distant
2623,neighbor,국내상황에 잘 적용했을것같아서,Female,18-29,Centrist,Neither close nor distant
2623,vote,직업이 확실함,Female,18-29,Centrist,Neither close nor distant
2625,hire,사상이 조금 적을듯하여,Female,30-39,Progressive,Somewhat close
2625,neighbor,비슷한데 더 괜찮아보여서,Female,30-39,Progressive,Somewhat close
2625,vote,노동당원이 아니여서,Female,30-39,Progressive,Somewhat close
2629,hire,직업이 의사,Male,40-49,Centrist,Neither close nor distant
2629,neighbor,네,Male,40-49,Centrist,Neither close nor distant
2629,vote,직업이 의사라서,Male,40-49,Centrist,Neither close nor distant
2631,hire,네,Female,18-29,Centrist,Neither close nor distant
2631,neighbor,여성이면서 직업이 있었서입니다,Female,18-29,Centrist,Neither close nor distant
2631,vote,네,Female,18-29,Centrist,Neither close nor distant
2633,hire,여성이만서 직업이 의사였서읍니다,Male,40-49,Conservative,Very close
2633,neighbor,안전한 직업,Male,40-49,Conservative,Very close
2633,vote,여성이면 친근하지 때문에,Male,40-49,Conservative,Very close
2634,hire,지인도 있고 전노동당원도 아니며 현재 직업도 안정적이어서,Female,18-29,Centrist,Neither close nor distant
2634,neighbor,자녀양육부분에 조금 더 기울어짐. 무직이라 일자리제공으로 가정경제에 보탬이 되었으면 한다,Female,18-29,Centrist,Neither close nor distant
2634,vote,A보다는 믿어도 될것같아서,Female,18-29,Centrist,Neither close nor distant
2636,hire,탈북 후 가정을 꾸리며 안정적인 생활을 꽤 했으며 체류기간은 b보다 조금 짧지만 중국에서의 생활도 감안하였으며 노동당원도 아니었던 부분도 한 몫 했음,Female,30-39,Centrist,Somewhat distant
2636,neighbor,믿음직,Female,30-39,Centrist,Somewhat distant
2636,vote,연령대도 어느정도 고려했고 안정적인 가정 꾸린 부분,Female,30-39,Centrist,Somewhat distant
2642,hire,믿음직,Female,18-29,Centrist,Neither close nor distant
2642,neighbor,탈북민 동료,Female,18-29,Centrist,Neither close nor distant
2642,vote,믿음직,Female,18-29,Centrist,Neither close nor distant
2646,hire,한국정서에 더 잘 맞아 보인다,Female,18-29,Centrist,Somewhat distant
2646,neighbor,일 잘하고 살것같아서,Female,18-29,Centrist,Somewhat distant
2646,vote,좀 더 뭔가 편안한 느낌,Female,18-29,Centrist,Somewhat distant
2647,hire,직업이 있어 살아갈수있다,Male,30-39,Conservative,Somewhat distant
2647,neighbor,그냥,Male,30-39,Conservative,Somewhat distant
2647,vote,나이가 적당하여,Male,30-39,Conservative,Somewhat distant
2666,hire,한국 체류기간이 길어서,Female,18-29,Conservative,Somewhat close
2666,neighbor,직업이 의사라서,Female,18-29,Conservative,Somewhat close
2666,vote,북한 이탈한 기간이 길어서,Female,18-29,Conservative,Somewhat close
2669,hire,현재 직업이 더 나아서,Female,40-49,Progressive,Neither close nor distant
2669,neighbor,연령,Female,40-49,Progressive,Neither close nor distant
2669,vote,더 불쌍해서,Female,40-49,Progressive,Neither close nor distant
2679,hire,한국거주기간,Male,40-49,Centrist,Somewhat distant
2679,neighbor,전문지식인,Male,40-49,Centrist,Somewhat distant
2679,vote,한국거주기간,Male,40-49,Centrist,Somewhat distant
2697,hire,안정적인 직업,Male,30-39,Conservative,Somewhat distant
2697,neighbor,결혼했고 친한 지인도 있음,Male,30-39,Conservative,Somewhat distant
2697,vote,사무직원,Male,30-39,Conservative,Somewhat distant
100005,hire,.,Male,40-49,Progressive,Neither close nor distant
100005,neighbor,누군든 동화하면 함께 살수 있음,Male,40-49,Progressive,Neither close nor distant
100005,vote,.,Male,40-49,Progressive,Neither close nor distant
100006,hire,"친화력,나이",Male,60+,Progressive,Somewhat close
100006,neighbor,한국 체류기간이 감안,Male,60+,Progressive,Somewhat close
100006,vote,"체류기간,친화력",Male,60+,Progressive,Somewhat close
100012,hire,노동당원이 이니며 한국체류 기간이 다소 길어서,Female,60+,Centrist,Neither close nor distant
100012,neighbor,노동력,Female,60+,Centrist,Neither close nor distant
100012,vote,나이가 좀 젊어서,Female,60+,Centrist,Neither close nor distant
100013,hire,사회적 경험중요,Male,30-39,Conservative,Somewhat distant
100013,neighbor,고객서비스차원,Male,30-39,Conservative,Somewhat distant
100013,vote,원만한 성격,Male,30-39,Conservative,Somewhat distant
100025,hire,다양한경험,Male,18-29,Progressive,Neither close nor distant
100025,neighbor,장래가 기대되어서,Male,18-29,Progressive,Neither close nor distant
100025,vote,안정적 직업,Male,18-29,Progressive,Neither close nor distant
100038,hire,젊고 사회 생활 경험이 있어서,Female,18-29,Progressive,Neither close nor distant
100038,neighbor,젊어서,Female,18-29,Progressive,Neither close nor distant
100038,vote,체류 기간이 길어서,Female,18-29,Progressive,Neither close nor distant
100045,hire,탈북 기간이 오래되서,Female,30-39,Centrist,Neither close nor distant
100045,neighbor,안정적인 생활,Female,30-39,Centrist,Neither close nor distant
